NCIt Subset Code,CDRH Subset Name,NCIt Concept Code,NCIt Preferred Term,NCIt Definition,CDRH Preferred Term,CDRH Source Code,CDRH Definition,IMDRF Code
C54577,Medical Device Component,C49839,Battery Device,A device designed to produce an electric current through chemical reaction.,Battery,420,A component designed to produce an electric current through chemical reaction.,IMDRF:G02002
C54577,Medical Device Component,C50346,Battery Charger Device,A device designed to restore the capacity of a battery.,Battery Charger,3032,A device designed to restore the capacity of a battery.,IMDRF:G02003
C54577,Medical Device Component,C172135,Electrical Cable,An electrical wire designed to carry signals or power over a distance,"Cable, Electrical",423,"A long, thin, multistranded electrical wire designed to carry signals or power over a distance.",IMDRF:G02004
C54577,Medical Device Component,C171947,Cable Grip/Tie Device,"Component used for tensioning, pulling, holding or stringing of wires and cables.",Cable Grip/Tie,4705,"Component used for tensioning, pulling, holding or stringing of wires and cables.",IMDRF:G0200401
C54577,Medical Device Component,C171948,Cable Sleeve Device,"Component used to protect cables and wires from abrasion, moisture and the elements.",Cable Sleeve,4706,"Component used to protect cables and wires from abrasion, moisture and the elements.",IMDRF:G0200402
C54577,Medical Device Component,C49871,Circuit Board Device,A non-conducting board to which electronic components are attached.,Circuit Board,427,A non-conducting board with conductive tracks and electronic components forming a circuit.,IMDRF:G02005
C54577,Medical Device Component,C50347,Circuit Breaker Device,A device designed to open an electrical circuit when it becomes overloaded.,Circuit Breaker,3040,A component designed to open an electrical circuit when it becomes overloaded.,IMDRF:G02006
C54577,Medical Device Component,C61402,Computer Hardware Device,The physical components from which a computer is constructed (electronic circuits and input/output devices).,Computer Hardware,3041,The physical components from which a computer is constructed (electronic circuits and input/output devices).,IMDRF:G02007
C54577,Medical Device Component,C172146,Computer Processor,"Component that carries out the instructions of a computer program by performing the basic arithmetic, logic, controlling, and input/output operations specified by the instructions.",Computer Processor,4757,"Component that carries out the instructions of a computer program by performing the basic arithmetic, logic, controlling, and input/output operations specified by the instructions.",IMDRF:G0200701
C54577,Medical Device Component,C50047,Memory Device,Any device that can hold data in machine-readable format.,Memory/Storage,877,Any component that can hold data in machine-readable format.,IMDRF:G0200702
C54577,Medical Device Component,C50081,Network Device,A collection of two or more computers and associated devices that are linked together with communications equipment.,Network Interface,890,Point of interconnection between a computer and other computer that are linked each other.,IMDRF:G0200703
C54577,Medical Device Component,C17146,Computer Program,"A set of coded instructions, which a computer follows in processing data, performing an operation, or solving a logical problem, upon execution of the program.",Computer Software,4707,A collection of data or computer instructions that tell the computer how to work.,IMDRF:G02008
C54577,Medical Device Component,C49931,Driver Device,A computer interface designed to control the interaction between a CPU and a peripheral device.,Driver,4708,A computer interface designed to control the interaction between a CPU and a peripheral device.,IMDRF:G0200801
C54577,Medical Device Component,C75301,Application Program Interface,A set of protocols designed to provide communication between a software application and a computer operating system or between applications.,Software Interface,4709,"Languages, codes and messages that programs use to communicate with each other and to the hardware.",IMDRF:G0200802
C54577,Medical Device Component,C54008,User Interface Device,A computer program that controls the interaction between a user and a system.,User Interface,444,A computer program that controls the interaction between a user and a system.,IMDRF:G0200803
C54577,Medical Device Component,C193447,Firmware,Computer instructions and data that reside as read-only software on that device. The computer cannot modify such software during processing.,Firmware,4777,Computer instructions and data that reside as read-only software on that device.The computer cannot modify such software during processing.,IMDRF:G0200804
C54577,Medical Device Component,C50319,Cooling Module Device,A device designed to regulate and lower the temperature of a heat generating device or system.,Cooling Module,3044,A component designed to lower the temperature of a device or system.,IMDRF:G02009
C54577,Medical Device Component,C50123,Programmer Device,A device designed to write instructions to a memory device.,Device Programmer,920,A piece of hardware for transferring data onto programmable integrated circuits.,IMDRF:G02010
C54577,Medical Device Component,C50132,Reader Device,A device designed to capture data encoded on an object and convert it to a signal that can be input into a computer.,Device Reader,929,A piece of hardware used to read the memory and the properties of a device.,IMDRF:G02011
C54577,Medical Device Component,C49924,Discrete Device,A device that exists separate from other devices; can refer to electronic components that are not part of an integrated circuit.,Discrete Electrical Component,448,"An electrical component which is just one circuit, either passive or active, that is not an integrated circuit.",IMDRF:G02012
C54577,Medical Device Component,C49862,Capacitor Device,An electrical device designed to store an electric charge.,Capacitor,555,An electrical component designed to store an electric charge.,IMDRF:G0201201
C54577,Medical Device Component,C49966,Fuse Device,An electrical device designed to stop the flow of current when an overload condition exists.,Fuse,822,An electrical component designed to stop the flow of current when an overload condition exists.,IMDRF:G0201202
C54577,Medical Device Component,C50003,Inductor Device,"A device designed to introduce electromotive force to a circuit, usually a coil surrounding a wire.",Inductor,845,"A component designed to introduce electromotive force to a circuit, usually a coil surrounding a wire.",IMDRF:G0201203
C54577,Medical Device Component,C50141,Resistor Device,An electronic device that opposes the flow of current.,Resistor,935,An electronic component that opposes the flow of current.,IMDRF:G0201204
C54577,Medical Device Component,C50181,Solenoid Device,An electronic device consisting of a coil surrounding a movable iron core that is designed to act as a switch or relay.,Solenoid,512,An electronic component consisting of a coil surrounding a movable iron core that is designed to act as a switch or relay.,IMDRF:G0201205
C54577,Medical Device Component,C50226,Transducer Device,An electrical device that converts one form of energy into another.,Transducer,522,An electrical component that converts one form of energy into another.,IMDRF:G0201206
C54577,Medical Device Component,C172788,Semiconductor,A type of electronic component that makes use of the variable conductivity of certain materials.,Semiconductor,4763,"A type of electronic component, including transistors and diodes, that make use of the variable conductivity of certain materials.",IMDRF:G0201207
C54577,Medical Device Component,C49995,Integrated Circuit Chip Device,A microelectronic device that incorporates many interconnected transistors and components.,IC (Integrated Circuit) Chip,472,A microelectronic circuit that incorporates many interconnected transistors and other components.,IMDRF:G02013
C54577,Medical Device Component,C49927,Device Display Device,A device designed to present information visually.,Display,416,"A component designed to present information visually. In the case of Touchscreen, use G0204004.",IMDRF:G02014
C54577,Medical Device Component,C50001,Indicator Device,A device designed to show an operating condition of a system or to attract attention.,Indicator,844,A component designed to show an operating condition of a system or to attract attention.,IMDRF:G0201401
C54577,Medical Device Component,C50160,Screen Device,An electronic device designed as a display or a physical device designed to be a protective meshwork.,Screen,953,A panel or area on an electronic device where images and data are displayed.,IMDRF:G0201402
C54577,Medical Device Component,C50027,Electrical Lead Device,A coated or uncoated wire used to connect two locations electronically.,Electrical Lead/Wire,452,A coated or uncoated wire used to connect two locations electronically. Not to be used for patient connection.,IMDRF:G02015
C54577,Medical Device Component,C49936,Electrode Device,A conductor that is designed to make contact with part of a circuit or system.,Electrode,451,"A small piece of metal or other conductive substance this is used to take an electric current to or from a source of power, a piece of equipment. Not to be used for patient connection.",IMDRF:G0201501
C54577,Medical Device Component,C49973,Ground Strap Device,A wire cable or strap designed to carry current safely away from an electronic device.,Ground Strap/Wire,828,A wire cable or strap designed to carry current safely away from an electronic device under fault condition,IMDRF:G0201502
C54577,Medical Device Component,C50272,Wiring Harness Device,A collection of grouped wires or cables designed to connect to a specific device.,Wiring Harness,544,A collection of grouped wires or cables designed to connect to a specific device.,IMDRF:G0201503
C54577,Medical Device Component,C172141,Electrical Mixer,An electronic component designed to blend signals.,Electrical Mixer,4758,An electronic component designed to blend signals.,IMDRF:G02016
C54577,Medical Device Component,C172143,Electrical Port,An electronic circuit that acts as a connection to another device or component.,Electrical Port,4759,An electronic circuit that acts as a connection to another device or component.,IMDRF:G02017
C54577,Medical Device Component,C49937,Emitter Device,The electron source electrode in a transistor or any source in a system.,Emitter,799,The electron source electrode in a transistor or any source in a system.,IMDRF:G02018
C54577,Medical Device Component,C49982,Headset Device,An accessory for a telephone that is worn on the head and designed to allow hands free conversation.,Headphone/Headset,4710,A component that covers the ear through which you can listen to without other people hearing. Some headphones come with a microphone which is used to communicate with other people or the device.,IMDRF:G02019
C54577,Medical Device Component,C49986,Heater Device,A device designed to generate heat.,Heater,467,"A piece of equipment used to raise the temperature of air, gas or water or an object.",IMDRF:G02020
C54577,Medical Device Component,C49991,Hub Device,An electronic device designed as a central connection for other devices.,Hub,469,An electronic component designed as a central connection for other devices or components.,IMDRF:G02021
C54577,Medical Device Component,C50010,Inverter Device,An electrical device that converts direct current to alternating current.,Inverter,850,An electrical component that converts direct current to alternating current.,IMDRF:G02022
C54577,Medical Device Component,C50040,Magnet Device,A device that attracts iron and produces a magnetic field.,Magnet,482,A component that attracts iron and produces a magnetic field.,IMDRF:G02023
C54577,Medical Device Component,C50088,Oscillator Device,An electronic device designed to produce a wave signal.,Oscillator,896,An electronic component designed to produce a wave signal.,IMDRF:G02024
C54577,Medical Device Component,C50282,Lead Device,An insulated electrical conductor designed to connect to an electrical device.,Patient Lead,3079,An insulated electrical cable designed to connect to an electrical device to a patient.,IMDRF:G02025
C54577,Medical Device Component,C50028,Lead Conductor Device,A bundle of leads designed to connect between a pacing device and implanted heart electrodes.,Lead Conductor,476,A cable designed to conduct electricity from the device to the lead.,IMDRF:G0202501
C54577,Medical Device Component,C172140,Patient Electrode,An electrical conductor that is designed to make contact with a patient.,Patient Electrode,4760,An electrical conductor that is designed to make contact with a patient including defibrillator paddles.,IMDRF:G0202502
C54577,Medical Device Component,C49892,Power Cord Device,A flexible cable designed to connect an electric device to a power source.,Power Cord,497,A flexible cable designed to connect an electrical device to a power outlet.,IMDRF:G02026
C54577,Medical Device Component,C50115,Power Supply Device,Any electronic device designed to supply power to other devices.,Power Supply,498,Component designed to supply electrical power to devices.,IMDRF:G02027
C54577,Medical Device Component,C50299,Transducer Pressure Probe Device,A probe device designed to convert a change in pressure into a varying electrical signal.,Pressure Transducer Probe,4711,A probe component designed to convert a change in pressure into a varying electrical signal.,IMDRF:G02028
C54577,Medical Device Component,C50120,Printer Device,An electronic device that is designed to transfer text or images to paper or other substrate.,Printer,917,An electronic component that is designed to transfer text or images to paper or other substrate.,IMDRF:G02029
C54577,Medical Device Component,C50133,Receiver Device,An electronic device designed to capture an incoming electromagnetic signal and convert it to an audible or visual signal.,Receiver,930,An electronic component designed to capture an incoming electromagnetic signal and convert it to an audible or visual signal.,IMDRF:G02030
C54577,Medical Device Component,C50330,Receiver Stimulator Unit Device,"As part of a cochlear implant, an implanted device designed to receive signal from the external device and then decode the signal and transmit it to the brain.",Receiver Stimulator Unit,3101,"As part of a cochlear implant, an implanted component designed to receive signal from the external component and then decode the signal and transmit it to the brain.",IMDRF:G02031
C54577,Medical Device Component,C50158,Scanner Device,An electronic device that generates a digital representation of an image for data input to a computer or a receiver designed to search for a signal within a specified frequency range.,Scanner,950,An electronic component that generates a digital representation of an image for data input to a computer; or a receiver designed to search for a signal within a specified frequency range.,IMDRF:G02032
C54577,Medical Device Component,C50184,Speaker Device,A device designed to convert electrical signals to sounds that can be heard.,Speaker/Sounder,971,A component designed to convert electrical signals to sounds that can be heard.,IMDRF:G02033
C54577,Medical Device Component,C50199,Switch Device,A mechanical or electronic device designed to break or change the connections in a circuit.,Switch/Relay,4712,A mechanical or electronic component designed to break or change the connections in a circuit (e.g. button).,IMDRF:G02034
C54577,Medical Device Component,C50200,Power Switch Device,A switch designed to regulate the power to a device.,Power Switch,499,A switch designed to regulate the power to a device.,IMDRF:G0203401
C54577,Medical Device Component,C50138,Relay Device,An electrical circuit designed to act as a switch for another circuit.,Relay,508,A electronic component designed to break or change the connections in a circuit.,IMDRF:G0203402
C54577,Medical Device Component,C50211,Telemetry Equipment Device,Equipment designed to transmit and receive data from a remote source using telecommunications methods.,Telemetry,520,Component designed to transmit and receive data from a remote source using telecommunications methods.,IMDRF:G02035
C54577,Medical Device Component,C50215,Temperature Compensator Device,A device designed to vary the temperature of one system in response to temperature changes in another system or the environment.,Temperature Compensator,996,A component designed to compensate the temperature of one system in response to temperature changes in another system or the environment.,IMDRF:G02036
C54577,Medical Device Component,C50221,Thermostat Device,A device designed to regulate temperature by controlling the starting and stopping of a heating/cooling system.,Thermostat,3159,A component designed to regulate temperature by controlling the starting and stopping of a heating/cooling system.,IMDRF:G02037
C54577,Medical Device Component,C50227,Transformer Device,A device that either steps up or steps down an alternating electrical current to an output that is suitable for another electrical device.,Transformer,523,A component that either steps up or steps down an alternating electrical current to an output that is suitable for another electrical device or component.,IMDRF:G02038
C54577,Medical Device Component,C50231,Transmitter Device,A device to propagate electromagnetic waves.,Transmitter,3141,A component to propagate electromagnetic waves.,IMDRF:G02039
C54577,Medical Device Component,C171959,Computer Input Device,A piece of computer hardware that enables the provision of data and control signals to an information processing system such as a computer.,User Input Device,4713,A component that uses a movable handle to create two-axis input to a computer.,IMDRF:G02040
C54577,Medical Device Component,C50015,Joystick Device,A control device that uses a movable handle to create two-axis input for a computer device.,Joystick,855,A control component that uses a movable handle to create two-axis input to a computer.,IMDRF:G0204001
C54577,Medical Device Component,C50018,Keyboard Device,A device consisting of mechanical keys that are pressed to create input to a computer.,Keyboard/Keypad,475,A component consisting of mechanical keys that are pressed to create input to a computer.,IMDRF:G0204002
C54577,Medical Device Component,C50068,Microphone Device,A device designed to convert sound to an electrical signal.,Microphone,880,A component designed to convert sound to an electrical signal.,IMDRF:G0204003
C54577,Medical Device Component,C172789,Touchscreen,A control component that operates an electronic device by pressing the display on the screen.,Touchscreen,4764,A control component that operates the device following pressing the display on the screen.,IMDRF:G0204004
C54577,Medical Device Component,C49826,Analyzer Device,Any device designed to perform an analysis.,Analyzer,593,Any component designed to perform an analysis.,IMDRF:G03001
C54577,Medical Device Component,C50094,Oxygen Analyzer Device,A device designed to measure the concentration of oxygen in a gas mixture.,Oxygen Analyzer,491,A component designed to measure the concentration of oxygen in a gas mixture.,IMDRF:G0300101
C54577,Medical Device Component,C171942,Aperture Device,An instrument designed to measure the size of an opening or one used to increase the diameter of an opening.,Aperture,4715,An instrument designed to measure the size of an opening or one used to increase the diameter of an opening,IMDRF:G03002
C54577,Medical Device Component,C49857,Calibrator Device,An instrument designed to measure the size of an opening or one used to increase the diameter of an opening; can also refer to a standard or reference material used to set the operating parameters of an instrument.,Calibrator,747,A standard or reference material used to set the operating parameters of an instrument.,IMDRF:G03003
C54577,Medical Device Component,C49874,Clock Device,A device designed to indicate the time of day or to measure the time duration of an event or action.,Clock,759,A component designed to indicate the time of day.,IMDRF:G03004
C54577,Medical Device Component,C49894,Counter Device,A device designed to keep track of the number of times something happens.,Counter,770,A component designed to keep track of the number of times something happens.,IMDRF:G03005
C54577,Medical Device Component,C172790,Cuvette,A clear container designed to interface with an optical sensor in order to obtain an optical measurement of a contained substance.,Cuvette,4765,A clear container designed to interface with an optical sensor in order to obtain an optical measurement of a contained substance.,IMDRF:G03006
C54577,Medical Device Component,C50052,Gauge or Meter Device,A device designed to give a visual indication of the condition of a system.,Gauges/Meters,462,A component designed to give a visual indication of the condition of a system.,IMDRF:G03007
C54577,Medical Device Component,C50054,Flowmeter Device,A device designed to measure the flow rate of a fluid.,Flowmeter,458,A component designed to measure the flow rate of a fluid.,IMDRF:G0300701
C54577,Medical Device Component,C172005,Manometer Device,A component designed to measure pressure.,Manometer,4716,A component designed to measure pressure.,IMDRF:G0300702
C54577,Medical Device Component,C50059,Thermometer Device,A device designed to measure temperature.,Thermometer,3158,A component designed to measure temperature.,IMDRF:G0300703
C54577,Medical Device Component,C177671,Marker,"A visual indicator of position, place or route.",Marker,4717,"A visual indicator of position, place or route, including radiopaque markers.",IMDRF:G03008
C54577,Medical Device Component,C50296,Pipette Device,"A measuring device, traditionally including a graduated tube, designed for the accurate transfer of liquid volumes.",Pipette,3097,"A measuring component, traditionally including a graduated tube, designed for the accurate transfer of liquid volumes.",IMDRF:G03009
C54577,Medical Device Component,C50109,Pointer Device,An indicator device designed to show a position on a scale.,Pointer,910,An indicator component designed to show a position on a scale.,IMDRF:G03010
C54577,Medical Device Component,C50156,Scale Device,A device designed for weighing or an indicator device with a graduated sequence of divisions.,Scale,949,A component designed for weighing or an indicator component with a graduated sequence of divisions.,IMDRF:G03011
C54577,Medical Device Component,C50166,Sensor Device,A device designed to respond to a stimulus by generating a signal that can be measured or interpreted.,Sensor,510,A component designed to respond to a stimulus by generating a signal that can be measured or interpreted.,IMDRF:G03012
C54577,Medical Device Component,C50354,Bubble Detector Device,A device designed to signal the presence of bubbles in a system.,Bubble Sensor,3035,A component designed to signal the presence of bubbles in a system.,IMDRF:G0301201
C54577,Medical Device Component,C50168,Oxygen Sensor Device,A sensor designed to respond to the presence or level of oxygen in a space or environment.,O2 Sensor,892,A sensor designed to respond to the presence or level of oxygen in a space or environment.,IMDRF:G0301202
C54577,Medical Device Component,C49917,Photodetector Device,A device designed to detect light.,Photodetector,902,A component designed to detect light.,IMDRF:G0301203
C54577,Medical Device Component,C50167,Pressure Sensor Device,A sensor designed to respond to the level of pressure in a space or pressing on a surface.,Pressure Sensor,500,A sensor designed to respond to the level of pressure in a space or pressing on a surface.,IMDRF:G0301204
C54577,Medical Device Component,C172145,Sensor Probe,"A component designed to reach into a location for sensing. Should be used when the problem involves the probe, not the sensor.",Sensor Probe,4718,"A component designed to reach into a location for sensing. Should be used when the problem involves the probe, not the sensor.",IMDRF:G0301205
C54577,Medical Device Component,C50304,Temperature Sensor Device,"A sensor designed to respond to the temperature of a space, surface, or environment.",Temperature Sensor,3120,"A sensor designed to respond to the temperature of a space, surface, or environment.",IMDRF:G0301206
C54577,Medical Device Component,C50223,Timer Device,A device designed to measure a time interval.,Timer,3136,A component designed to measure a time interval.,IMDRF:G03013
C54577,Medical Device Component,C193448,Control Material,A standard or reference material used for the purposes of comparative evaluations.,Control Material,4778,A standard or reference material used for the purposes of comparative evaluations.,IMDRF:G03014
C54577,Medical Device Component,C17627,Swab,A tuft of material on the end of a stick for applying solutions and suspensions,Swab,4779,An absorbent pad or piece of material attached to the end of a stick typically used for applying medicines or taking specimens.,IMDRF:G03015
C54577,Medical Device Component,C53438,Tray,"A shallow flat receptacle, with a raised edge or rim, used for carrying, holding, or displaying finished drug product in its primary or market package. A tray and its contents may be encased in shrink-wrapped plastic for shipping, or with a cover or an overwrap as part of a unit of use package or kit.",Tray,4780,"A flat, shallow container with a raised rim.",IMDRF:G03016
C54577,Medical Device Component,C172144,Medical Port Access Device,A component designed for the introduction or removal of medical equipment or any substance.,Access Port,4761,A component designed for the introduction or removal of medical equipment or any substance.,IMDRF:G04001
C54577,Medical Device Component,C49807,Actuator Device,A device designed to automate an action.,Actuator,402,A component which moves or controls a mechanism or system.,IMDRF:G04002
C54577,Medical Device Component,C49808,Adapter Device,A device designed to make different pieces of apparatus compatible.,Adapter (Adaptor),431,A component designed to make different pieces of apparatus compatible.,IMDRF:G04003
C54577,Medical Device Component,C50339,Air Eliminator Device,A device designed to remove air from a space or fluid.,Air Eliminator,3029,A component designed to remove air from a space or fluid.,IMDRF:G04004
C54577,Medical Device Component,C142436,Clinical Study Anchor,A planned activity within a clinical study that marks a transition between epochs or elements within the clinical study.,Anchor,4720,A component designed to fix the device or a portion of the device in place.,IMDRF:G04005
C54577,Medical Device Component,C206557,Fixation Tines,Projections designed to fix a device inside an anatomic space.,Fixation Tines,4781,Projections designed to fix a device inside a cavity of the human body,IMDRF:G0400501
C54577,Medical Device Component,C50341,Applicator Device,A device designed to transfer a substance to a surface.,Applicator,3030,A component designed to transfer a substance to a surface.,IMDRF:G04006
C54577,Medical Device Component,C50317,Automatic Injection System Device,A system designed to pump a gas or liquid into a space or environment without outside intervention.,Automatic Injection System,3031,A system designed to pump a gas or liquid into a space or environment without outside intervention.,IMDRF:G04007
C54577,Medical Device Component,C49834,Bag Device,"A flexible container, often with a single opening.",Bag,553,"A flexible container, often with a single opening.",IMDRF:G04008
C54577,Medical Device Component,C49835,Ball Device,Any device that is spherical in shape.,Ball,418,Any component that is spherical in shape.,IMDRF:G04009
C54577,Medical Device Component,C49837,Balloon Device,Any of various types of bags designed to be distended.,Balloon,419,A sac designed to be inflated and deflated.,IMDRF:G04010
C54577,Medical Device Component,C49842,Bearing Device,A point of contact between moving parts designed for support or to reduce friction.,Bearings,734,A point of contact between moving parts designed for support or to reduce friction.,IMDRF:G04011
C54577,Medical Device Component,C172792,Bellows,A component that expands and contracts to draw in air through a valve or orifice and expels it through a tube.,Bellows,4766,A component that expands and contracts to draw in air through a valve or orifice and expels it through a tube.,IMDRF:G04012
C54577,Medical Device Component,C49844,Belt Device,A device consisting of a narrow loop of material moving over shafts or pulleys.,Belt,737,A component consisting of a narrow band of material moving over shafts or pulleys.,IMDRF:G04013
C54577,Medical Device Component,C43169,Bottle,A vessel with a narrow neck designed to accept a specific closure.,Bottle,4726,A rigid or semi-rigid container used to store liquid.,IMDRF:G04014
C54577,Medical Device Component,C49850,Breathing Circuit Device,"In an anesthesia machine, the pathway by which a gaseous anesthetic agent and oxygen are delivered to the patient and carbon dioxide is removed. The circuit can be open or closed.",Breathing Circuit,422,"In an anesthesia machine, the pathway by which a gaseous anesthetic agent and oxygen are delivered to the patient and carbon dioxide is removed. The circuit can be open or closed.",IMDRF:G04015
C54577,Medical Device Component,C49851,Brush Device,"Device consisting of hairs or bristles set into a handle or holder, especially one that conducts current between the rotating and stationary parts of a generator or motor.",Brush,743,A component consisting of hairs or bristles set into a handle or holder.,IMDRF:G04016
C54577,Medical Device Component,C49853,Bushing Device,A cylindrical metal sleeve designed to reduce the friction of a rotating shaft.,Bushing,746,A cylindrical metal sleeve designed to reduce the friction of a rotating shaft.,IMDRF:G04017
C54577,Medical Device Component,C49855,Cable Device,"A long, thin, multistranded rope or rope-like object; a multistranded conductor designed to carry signals over a distance.","Cable, Mechanical/Structural",4727,"A long, thin, multistranded rope or metallic wire to hold the subject.",IMDRF:G04018
C54577,Medical Device Component,C50343,Cannula Device,A small flexible tube inserted into a body cavity for draining off fluid or introducing medication.,Cannula,3036,A rigid or semi-rigid tube inserted into the body.,IMDRF:G04019
C54577,Medical Device Component,C171949,Cannula Hub,"A small metal or plastic component that connects to the end of the intravenous cannula that is intended to connect to other devices, usually for medication or fluid delivery.",Cannula Hub,4728,A metal or plastic component that connects to the cannula.,IMDRF:G0401901
C54577,Medical Device Component,C49861,Cap Device,A top (as for a bottle).,Cap,424,A component designed to close an opening of a container or device.,IMDRF:G04020
C54577,Medical Device Component,C49863,Carrier Device,"A device designed to facilitate the support, movement, or transport of another device or object.",Carrier,752,"A component designed to facilitate the support, movement, or transport of another device or object.",IMDRF:G04021
C54577,Medical Device Component,C49866,Caster Device,A pivoting roller or wheel designed to attach to an object to make it movable.,Caster,753,A pivoting roller or wheel designed to attach to an object to make it movable.,IMDRF:G04022
C54577,Medical Device Component,C50344,Catheter Device,A flexible tube designed to transfer fluids into or out of the body.,Catheter,3038,A flexible tube inserted into the body designed to permit injection or withdrawal of fluids or to keep passage open.,IMDRF:G04023
C54577,Medical Device Component,C171952,Catheter Hub,A small metal or plastic component that connects to the end of the catheter.,Catheter Hub,4729,A small metal or plastic component that connects to the catheter.,IMDRF:G0402301
C54577,Medical Device Component,C49867,Cell Device,A device that is designed as a removable and replaceable part of another device.,Cell,754,"A component that is designed as a container to collect and/or transfer materials, reagents or specimens.",IMDRF:G04024
C54577,Medical Device Component,C41207,Chain,"A series of objects linked, connected, or associated together in linear fashion (e.g., the assemblage of atoms, radicals and chemical groups in a chemical compound, or an assemblage of individual microorganisms).",Chain,4730,"Assembly of interconnected links, typically made of metal used for connecting other components.",IMDRF:G04025
C54577,Medical Device Component,C171955,Chamber,A component designed as a reservoir/storage.,Chamber,4731,A component designed as a reservoir/storage.,IMDRF:G04026
C54577,Medical Device Component,C49869,Chassis Device,A supporting frame designed to hold other components or devices such as the chassis of a car or the internal frame of an electronic device.,Chassis/Frame,755,A supporting frame designed to hold other components or devices such as the internal frame of an electronic device.,IMDRF:G04027
C54577,Medical Device Component,C172793,Clutch,A component that engages and disengages power transmission.,Clutch,4767,A component that engages and disengages power transmission.,IMDRF:G04028
C54577,Medical Device Component,C172794,Coating Material,A layer of material covering the surface of a device.,Coating Material,4768,A layer of material covering the surface of a device.,IMDRF:G04029
C54577,Medical Device Component,C49877,Coil Device,A structure consisting of something wound in a continuous series of loops.,Coil,761,A structure consisting of something wrapped in a continuous series of loops.,IMDRF:G04030
C54577,Medical Device Component,C206676,Fixation Helix,A coil designed for fixing or anchoring a device in human tissue.,Fixation Helix,567,A coil designed for fixing or anchoring a device in human tissue.,IMDRF:G0403001
C54577,Medical Device Component,C49881,Collimator Device,"A diaphragm or system of diaphragms made of an absorbing material, designed to define and restrict the dimensions and direction of a beam of radiation.",Collimator,762,"A diaphragm or system of diaphragms made of an absorbing material, designed to define and restrict the dimensions and direction of a beam of radiation.",IMDRF:G04031
C54577,Medical Device Component,C49883,Concentrator Device,"A device designed to increase the weight per unit volume of a substance, or in communications, a device that combines data streams in a way that they can be separated after transmission.",Concentrator,558,A component designed to increase the weight per unit volume of a substance.,IMDRF:G04032
C54577,Medical Device Component,C70849,Cone,A shape whose base is a circle and whose sides taper up to a point.,Cone,4732,A three-dimensional part that tapers smoothly from a flat circular shape at one end to a point at the other end.,IMDRF:G04033
C54577,Medical Device Component,C49895,Coupler Device,Any device designed to connect other objects.,Connector/Coupler,4733,A component designed to serve as a link between parts allowing easy disconnection and reconnection when necessary.,IMDRF:G04034
C54577,Medical Device Component,C50295,Connector Pin Device,A projecting part of a device that allows it to be secured through an opening.,Connector Pin,3043,A projecting part of a device that allows it to be secured through an opening.,IMDRF:G0403401
C54577,Medical Device Component,C49887,Controller Device,A device designed to control or regulate the operation of another device.,Controller,765,A component designed to control or regulate the operation of another device.,IMDRF:G04035
C54577,Medical Device Component,C50129,Compressor Air Pump Device,A pump designed to facilitate the movement or compression of air.,Compressor,557,A component that increases the pressure of air or gas.,IMDRF:G04036
C54577,Medical Device Component,C49896,Cover Device,"An object designed to conceal, enclose, cap, or protect something.",Cover,772,"An object designed to conceal, enclose, or protect something.",IMDRF:G04037
C54577,Medical Device Component,C49900,Cuff Device,A bandlike device or structure that encircles a body part or another device.,Cuff,562,A bandlike structure that encircles a body part or another component or device.,IMDRF:G04038
C54577,Medical Device Component,C49901,Cup Device,Any part of a device that resembles a bowl-shaped container.,Cup,774,Part or design of a device with a concave hemispherical shape.,IMDRF:G04039
C54577,Medical Device Component,C49904,Cusp Device,"A device consisting of flexible biocompatible membranes, implantable in the cardio-vascular system, designed to prevent retrograde flow of blood but not impede a forward flow.",Cusp/Leaflet,439,"A thin blade-like component, typically used as part of a one-way valve.",IMDRF:G04040
C54577,Medical Device Component,C49905,Cutter Device,A device designed to slice or sever a material.,Cutter/Blade,777,A component designed for slicing or cutting.,IMDRF:G04041
C54577,Medical Device Component,C49906,Cylinder Device,Any part of a device that resembles an enclosed tube; a cylindrical container for the storage of gases and fluids.,Cylinder,440,A three-dimensional part with flat circular ends and long straight sides.,IMDRF:G04042
C54577,Medical Device Component,C172795,Device Collapser,A component designed to fold or collapse something.,Device Collapser,4769,A component designed to fold or collapse something.,IMDRF:G04043
C54577,Medical Device Component,C49918,Device Deployer Device,A device designed to install something or distribute something in a systematic way.,Device Deployer,788,A component designed to install something or distribute something in a systematic way.,IMDRF:G04044
C54577,Medical Device Component,C49920,Device Diaphragm Device,A device consisting of a flexible sheet or partition.,Diaphragm,445,A component consisting of a flexible sheet or partition.,IMDRF:G04045
C54577,Medical Device Component,C49929,Dome Device,A device component designed with a hemispherical shape.,Dome,793,Part or design of a device with a convex hemispherical shape.,IMDRF:G04046
C54577,Medical Device Component,C171971,Ejector Device,A mechanism that pushes a device or component out.,Ejector,4734,A mechanism that pushes a device or component out.,IMDRF:G04047
C54577,Medical Device Component,C171973,Equipment Pole Device,A structural component designed to hang medical equipment.,Equipment Pole,4735,A structural component designed to hang medical equipment.,IMDRF:G04048
C54577,Medical Device Component,C49944,Extender Device,A device designed to lengthen a structure.,Extender,806,A component designed to lengthen a structure.,IMDRF:G04049
C54577,Medical Device Component,C172796,Fabric,"Material formed by weaving, knitting, felting, or pressing fibers together.",Fabric,4770,Cloth produced from textile fibers.,IMDRF:G04050
